,Compound Score,Date,Negative Score,Neutral Score,Postive Score,Tweets Ago,Username
473,-0.459,Sat May 26 18:00:12 +0000 2018,0.15,0.85,0.0,74,@nytimes
474,0.612,Sat May 26 13:17:04 +0000 2018,0.105,0.639,0.256,75,@nytimes
475,0.0,Sat May 26 08:29:20 +0000 2018,0.0,1.0,0.0,76,@nytimes
476,0.477,Sat May 26 03:02:02 +0000 2018,0.0,0.796,0.204,77,@nytimes
477,0.625,Fri May 25 22:17:07 +0000 2018,0.0,0.661,0.339,78,@nytimes
478,0.0,Fri May 25 18:37:00 +0000 2018,0.0,1.0,0.0,79,@nytimes
479,0.527,Fri May 25 16:03:44 +0000 2018,0.0,0.861,0.139,80,@nytimes
480,-0.778,Fri May 25 12:14:00 +0000 2018,0.286,0.714,0.0,81,@nytimes
481,0.0,Fri May 25 07:17:03 +0000 2018,0.0,1.0,0.0,82,@nytimes
482,0.0,Fri May 25 02:02:03 +0000 2018,0.0,1.0,0.0,83,@nytimes
483,0.852,Thu May 24 21:00:18 +0000 2018,0.0,0.671,0.329,84,@nytimes
484,0.784,Thu May 24 17:30:19 +0000 2018,0.0,0.743,0.257,85,@nytimes
485,0.866,Thu May 24 14:17:07 +0000 2018,0.0,0.65,0.35,86,@nytimes
486,0.0,Thu May 24 10:07:07 +0000 2018,0.0,1.0,0.0,87,@nytimes
487,0.0,Thu May 24 04:02:04 +0000 2018,0.0,1.0,0.0,88,@nytimes
488,-0.153,Wed May 23 23:32:05 +0000 2018,0.126,0.772,0.102,89,@nytimes
489,0.318,Wed May 23 19:30:18 +0000 2018,0.0,0.874,0.126,90,@nytimes
490,-0.372,Wed May 23 16:30:11 +0000 2018,0.157,0.843,0.0,91,@nytimes
491,0.0,Wed May 23 12:46:07 +0000 2018,0.086,0.827,0.086,92,@nytimes
492,0.285,Wed May 23 07:32:06 +0000 2018,0.0,0.844,0.156,93,@nytimes
493,-0.599,Wed May 23 03:02:04 +0000 2018,0.218,0.782,0.0,94,@nytimes
494,0.0,Tue May 22 22:47:03 +0000 2018,0.0,1.0,0.0,95,@nytimes
495,-0.527,Tue May 22 18:52:04 +0000 2018,0.152,0.848,0.0,96,@nytimes
496,0.637,Tue May 22 15:42:02 +0000 2018,0.0,0.785,0.215,97,@nytimes
497,0.0,Tue May 22 12:15:05 +0000 2018,0.0,1.0,0.0,98,@nytimes
498,0.0,Tue May 22 07:17:04 +0000 2018,0.0,1.0,0.0,99,@nytimes
499,0.84,Tue May 22 02:02:03 +0000 2018,0.0,0.733,0.267,100,@nytimes
